Release Date,Season,Episode,Episode Title,Name,Sentence
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,lt's not a matter of gold. This is blood magic. Only death pays for life.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,My death?
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,"No, not your death, Khaleesi. Bring me his horse."
2011-06-12,Season 1,Episode 9,Baelor,rakharo,"Khaleesi, do not do this thing. Let me kill this witch."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Kill her and you kill your khal.
2011-06-12,Season 1,Episode 9,Baelor,rakharo,This is blood magic. lt is forbidden.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,l am your khaleesi. l tell you what is forbidden.
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,Go. Now.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Take her and leave. Take her!
2011-06-12,Season 1,Episode 9,Baelor,mirri maz duur,"You must go also, lady. Once l begin to sing, no one must enter the tent. The dead will dance here tonight."
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,No one will enter.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,Bring him back to me.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,l have to save him.
2011-06-12,Season 1,Episode 9,Baelor,qotho,This must not be.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,This must be.
2011-06-12,Season 1,Episode 9,Baelor,qotho,Witch.
2011-06-12,Season 1,Episode 9,Baelor,rakharo,Nothing good will come of this.
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,"No, you can't."
2011-06-12,Season 1,Episode 9,Baelor,irri,Khaleesi!
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,"No further, horselord."
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Are you hurt?
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,The baby –
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Hmm?
2011-06-12,Season 1,Episode 9,Baelor,daenerys targaryen,is coming.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,Fetch the midwives.
2011-06-12,Season 1,Episode 9,Baelor,rakharo,They will not come. They say she is cursed.
2011-06-12,Season 1,Episode 9,Baelor,jorah mormont,They'll come or l'll have their heads.
2011-06-12,Season 1,Episode 9,Baelor,rakharo,The witch - she can bring baby. l hear her say so.
2011-06-12,Season 1,Episode 9,Baelor,shae,"Are you in agony, my lion?"
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,No.
2011-06-12,Season 1,Episode 9,Baelor,shae,You look like you're in agony. The fire is burning your pretty soft skin.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Ah! Damn you, woman. Are you immune to pain?"
2011-06-12,Season 1,Episode 9,Baelor,shae,Just used to it.
2011-06-12,Season 1,Episode 9,Baelor,bronn,Drink.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Let's play a new game.
2011-06-12,Season 1,Episode 9,Baelor,bronn,There's a Braavosi knife game l could teach you.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Does it involve the potential for losing fingers?
2011-06-12,Season 1,Episode 9,Baelor,bronn,Not if you win.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"No! No fire games, no knife games. Let's do something l'm good at."
2011-06-12,Season 1,Episode 9,Baelor,shae,What are you good at?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,l happen to be a great judge of character.
2011-06-12,Season 1,Episode 9,Baelor,bronn,This sounds like a boring game.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"lt's not. Here's how it works - l make a statement about your past. lf l'm right, you drink. lf l'm wrong, l drink. And no lying. l'll know if you're lying."
2011-06-12,Season 1,Episode 9,Baelor,shae,l don't want to play this game.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Fine. Bronn first. Your father beat you.
2011-06-12,Season 1,Episode 9,Baelor,bronn,But my mother hit harder.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,You killed your first man before you were 12.
2011-06-12,Season 1,Episode 9,Baelor,bronn,lt was a woman. She swung an axe at me.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,You've been north of the Wall.
2011-06-12,Season 1,Episode 9,Baelor,shae,What brought you up there?
2011-06-12,Season 1,Episode 9,Baelor,bronn,Work.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"And you once loved a woman many years ago, but it turned out badly so you've never let yourself love again. Oh, wait, that's me. Your turn, my mysterious foreign beauty."
2011-06-12,Season 1,Episode 9,Baelor,shae,l don't want to play.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,lt's fun! Look at the fun we're having. Your mother was a whore.
2011-06-12,Season 1,Episode 9,Baelor,shae,Drink.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"All right. Your father left the family when you were very young, never to return."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,And we've established the rules about lying?
2011-06-12,Season 1,Episode 9,Baelor,shae,Drink!
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,You wanted a different life. You came from somewhere and you wanted to be elsewhere.
2011-06-12,Season 1,Episode 9,Baelor,bronn,The whole shit-stained world could drink off that one.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"So, specifics… You wanted to be elsewhere, but how would you get there? l don't believe the life of the Silent Sisters is for you. So, what's a lowborn girl to do?"
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Are you sure –
2011-06-12,Season 1,Episode 9,Baelor,shae,"Drink! And don't talk about my mother and father ever, or l will carve your eyes from your head."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"My dear lady, if l have offended you, l apologize."
2011-06-12,Season 1,Episode 9,Baelor,shae,My turn.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Fine, fine. Ask away. Try to penetrate the enigma that is me."
2011-06-12,Season 1,Episode 9,Baelor,shae,Who were you in love with?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,That's not how the game works.
2011-06-12,Season 1,Episode 9,Baelor,shae,l don't care the way the game works.
2011-06-12,Season 1,Episode 9,Baelor,bronn,Our lord here used to be married.
2011-06-12,Season 1,Episode 9,Baelor,shae,Married?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,How did you hear that?
2011-06-12,Season 1,Episode 9,Baelor,bronn,You hear lots of things playing dice with Lannister soldiers.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Another night, perhaps."
2011-06-12,Season 1,Episode 9,Baelor,shae,Not another night. This night.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,lt's not a pleasant story.
2011-06-12,Season 1,Episode 9,Baelor,shae,"Oh, maybe l will cry."
2011-06-12,Season 1,Episode 9,Baelor,bronn,l'm guessing the lady and l can tell more unpleasant stories than your lordship.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"So l was 16. My brother Jaime and l were riding, when we heard a scream. She ran out onto the road, clothes half torn off, with two men on her heels. Jaime scared away the men easily enough, while l wrapped her in my cloak. She was too scared to send off on her own, so while Jaime hunted down the rapers l took her to the nearest inn and fed her. Her name was Tysha. She was a wheelwright's orphan. And she was hungry. Together we finished off three chickens and a flagon of wine. lmpossible as it seems, there was a time when l was unaccustomed to wine. l forgot how afraid l was around girls. how l was always waiting for them to laugh at me or look away embarrassed, or ask me about my tall, handsome brother. l forgot about everything but Tysha. And somehow l found myself in her bed."
2011-06-12,Season 1,Episode 9,Baelor,bronn,"For three chickens, l should hope so."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"lt didn't last long. l didn't know what the hell l was doing. But she was good to me. She kissed me afterwards and sang me a song. And by morning l was deep enough in love to ask for her hand. A few lies, a few gold coins, one drunken septon and there you have it - man and wife. For a fortnight anyway, until the septon sobered up and told my father."
2011-06-12,Season 1,Episode 9,Baelor,bronn,"Well, l imagine that was the end of all that."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Not quite. First, my father had Jaime tell me the truth. The girl was a whore, you see. Jaime had arranged the whole thing - the road, the rapers, all of it. He thought it was time l had a woman. After my brother confessed, my father brought in my wife and gave her to his guards. He paid her well - a silver for each man. How many whores command that kind of price? He brought me into the barracks and made me watch. By the end, she had so much silver that the coins were slipping through her fingers and rolling on to the floor."
2011-06-12,Season 1,Episode 9,Baelor,bronn,l would have killed the man who did that to me.
2011-06-12,Season 1,Episode 9,Baelor,shae,You should have known she was a whore.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Really? l was 16, drunk and in love."
2011-06-12,Season 1,Episode 9,Baelor,shae,A girl who was almost raped doesn't invite another man into her bed two hours later.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"As l said, l was young and stupid."
2011-06-12,Season 1,Episode 9,Baelor,shae,You are still young and stupid.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,What is it? What do you want?
2011-06-12,Season 1,Episode 9,Baelor,bronn,You're sleeping through the war.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,What?
2011-06-12,Season 1,Episode 9,Baelor,bronn,They stole a night's march on us. They're a mile north.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Get my squire!
2011-06-12,Season 1,Episode 9,Baelor,bronn,You don't have a squire.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"lf l die, weep for me."
2011-06-12,Season 1,Episode 9,Baelor,shae,You'll be dead. How will you know?
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,l'll know.
2011-06-12,Season 1,Episode 9,Baelor,lannister soldier,Watch out! Move!
2011-06-12,Season 1,Episode 9,Baelor,lannister soldier,Out of the way! Move aside!
2011-06-12,Season 1,Episode 9,Baelor,bronn,Stay low.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Stay low?
2011-06-12,Season 1,Episode 9,Baelor,bronn,"lf you're lucky, no one will notice you."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"l was born lucky. Tribesmen of the Vale, gather round! Stone Crows! Black Ears! Burned Men! Moon Brothers! And Painted Dogs! Your dominion over the Vale begins now! Onward, to claim what is yours!"
2011-06-12,Season 1,Episode 9,Baelor,tribesmen of vale,Half man! Half man! Half man! Half man! Half man! Half man!
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,To battle!
2011-06-12,Season 1,Episode 9,Baelor,bronn,You're a shit warrior.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,l'm alive?
2011-06-12,Season 1,Episode 9,Baelor,bronn,You're alive.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Did we win?
2011-06-12,Season 1,Episode 9,Baelor,bronn,We wouldn't be having this conversation if we didn't.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,How did our tribesmen do?
2011-06-12,Season 1,Episode 9,Baelor,bronn,"Yeah, good."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,lt's nice to see them getting along.
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,You're wounded.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Good of you to notice. l hear we won.
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"Huh! The scouts were wrong. There were 2,000 Stark bannermen, not 20 [thousand]."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,"Did we get the Stark boy, at least?"
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,He wasn't here.
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,Where was he?
2011-06-12,Season 1,Episode 9,Baelor,tywin lannister,"With his other 18,000 men."
2011-06-12,Season 1,Episode 9,Baelor,tyrion lannister,And where are they?
2011-06-12,Season 1,Episode 9,Baelor,rodrik cassel,"We should go, my lady."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,No!
2011-06-12,Season 1,Episode 9,Baelor,rodrik cassel,My lady!
2011-06-12,Season 1,Episode 9,Baelor,stark bannermen,Hyah! Hyah!
2011-06-12,Season 1,Episode 9,Baelor,robb stark,"By the time they knew what was happening, it had already happened."
2011-06-12,Season 1,Episode 9,Baelor,jaime lannister,"Lady Stark. l'd offer you my sword, but l seem to have lost it."
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,lt is not your sword l want. Give me my daughters back. Give me my husband.
2011-06-12,Season 1,Episode 9,Baelor,jaime lannister,"l've lost them too, l'm afraid."
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,"Kill him, Robb. Send his head to his father. He cut down ten of our men. You saw him."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,He's more use to us alive than dead.
2011-06-12,Season 1,Episode 9,Baelor,catelyn stark,Take him away and put him in irons.
2011-06-12,Season 1,Episode 9,Baelor,jaime lannister,"We could end this war right now, boy, save thousands of lives. You fight for the Starks, l fight for the Lannisters. Swords or lances, teeth, nails - choose your weapons and let's end this here and now."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,"lf we do it your way, Kingslayer, you'd win. We're not doing it your way."
2011-06-12,Season 1,Episode 9,Baelor,greatjon umber,"Come on, pretty man."
2011-06-12,Season 1,Episode 9,Baelor,robb stark,"l sent 2,000 men to their graves today."
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,The bards will sing songs of their sacrifice.
2011-06-12,Season 1,Episode 9,Baelor,robb stark,Aye. But the dead won't hear them. One victory does not make us conquerors. Did we free my father? Did we rescue my sisters from the queen? Did we free the North from those who want us on our knees? This war is far from over.
2011-06-12,Season 1,Episode 9,Baelor,arya stark,Could l have one? A lemon one or any of them.
2011-06-12,Season 1,Episode 9,Baelor,kings landing baker,Three coppers.
2011-06-12,Season 1,Episode 9,Baelor,arya stark,How about a nice fat pigeon?
2011-06-12,Season 1,Episode 9,Baelor,kings landing baker,"Oh, piss off now. Go on."
2011-06-12,Season 1,Episode 9,Baelor,arya stark,Do you have any stale ones from yesterday? Or any burnt ones?
2011-06-12,Season 1,Episode 9,Baelor,kings landing baker,Piss off!
2011-06-12,Season 1,Episode 9,Baelor,arya stark,"Hey, where's everyone going? What's happening?"
2011-06-12,Season 1,Episode 9,Baelor,street urchin,They're taking him to the Sept of Baelor.
